id,resource_type
1119,resource_type 2
7937,resource_type 2
2593,resource_type 2
3131,resource_type 2
15797,resource_type 2
626,resource_type 2
29,resource_type 2
4593,resource_type 2
10564,resource_type 2
13030,resource_type 2
7943,resource_type 2
10369,resource_type 2
12540,resource_type 2
7167,resource_type 2
13983,resource_type 2
14960,resource_type 2
8907,resource_type 2
17603,resource_type 2
8285,resource_type 2
204,resource_type 2
17978,resource_type 2
14813,resource_type 2
1312,resource_type 2
18371,resource_type 2
17536,resource_type 2
8799,resource_type 2
8951,resource_type 2
1212,resource_type 2
95,resource_type 2
8416,resource_type 2
9833,resource_type 2
13892,resource_type 2
14823,resource_type 2
12578,resource_type 2
8067,resource_type 2
2947,resource_type 2
5713,resource_type 2
13119,resource_type 2
9187,resource_type 2
2000,resource_type 2
4952,resource_type 2
1707,resource_type 2
18319,resource_type 2
17040,resource_type 2
5661,resource_type 2
2139,resource_type 2
17169,resource_type 2
11752,resource_type 2
16578,resource_type 2
146,resource_type 2
12237,resource_type 8
12237,resource_type 2
10396,resource_type 2
17596,resource_type 2
4771,resource_type 2
3147,resource_type 2
7293,resource_type 2
10122,resource_type 2
9882,resource_type 2
15408,resource_type 2
1403,resource_type 2
13387,resource_type 2
15694,resource_type 2
11227,resource_type 2
13098,resource_type 2
179,resource_type 2
15468,resource_type 2
9246,resource_type 2
10168,resource_type 2
1208,resource_type 2
18182,resource_type 2
7803,resource_type 2
207,resource_type 2
7852,resource_type 2
3962,resource_type 2
5560,resource_type 2
1777,resource_type 2
14142,resource_type 2
5369,resource_type 2
17121,resource_type 2
2420,resource_type 2
303,resource_type 2
13817,resource_type 2
1167,resource_type 2
7877,resource_type 2
5876,resource_type 2
9723,resource_type 2
8509,resource_type 2
8803,resource_type 2
7496,resource_type 2
4391,resource_type 2
7086,resource_type 2
2978,resource_type 2
5044,resource_type 2
12850,resource_type 2
14164,resource_type 2
603,resource_type 2
1742,resource_type 2
10946,resource_type 2
2681,resource_type 2
14349,resource_type 2
5001,resource_type 2
17361,resource_type 2
4877,resource_type 2
8398,resource_type 2
17594,resource_type 2
11759,resource_type 2
2777,resource_type 2
15178,resource_type 2
6969,resource_type 2
15873,resource_type 2
2074,resource_type 2
12637,resource_type 2
12262,resource_type 2
5816,resource_type 2
14554,resource_type 2
4530,resource_type 2
2156,resource_type 2
4154,resource_type 2
14036,resource_type 2
4363,resource_type 2
6174,resource_type 2
4374,resource_type 2
13989,resource_type 2
15923,resource_type 2
12718,resource_type 2
826,resource_type 2
1160,resource_type 2
4034,resource_type 2
10350,resource_type 2
1328,resource_type 2
1885,resource_type 2
13977,resource_type 2
1921,resource_type 2
16575,resource_type 2
4757,resource_type 2
3617,resource_type 2
1606,resource_type 2
9064,resource_type 2
17170,resource_type 2
168,resource_type 2
17877,resource_type 2
3833,resource_type 2
8157,resource_type 2
7060,resource_type 2
8767,resource_type 2
536,resource_type 2
8531,resource_type 2
4835,resource_type 2
5616,resource_type 2
6968,resource_type 2
1518,resource_type 2
2444,resource_type 2
435,resource_type 2
14736,resource_type 2
7692,resource_type 2
331,resource_type 2
6126,resource_type 2
6079,resource_type 2
17634,resource_type 2
5208,resource_type 2
16701,resource_type 2
12114,resource_type 2
11838,resource_type 2
11045,resource_type 2
6204,resource_type 2
16029,resource_type 2
10805,resource_type 2
15700,resource_type 2
14746,resource_type 2
1165,resource_type 2
3119,resource_type 2
11504,resource_type 2
6830,resource_type 2
17832,resource_type 2
12085,resource_type 2
13386,resource_type 2
12319,resource_type 2
4764,resource_type 2
4223,resource_type 2
15175,resource_type 2
7093,resource_type 2
16995,resource_type 2
8325,resource_type 2
2511,resource_type 2
98,resource_type 2
382,resource_type 2
2333,resource_type 2
11331,resource_type 2
2138,resource_type 2
8026,resource_type 2
16365,resource_type 2
3529,resource_type 2
763,resource_type 2
15701,resource_type 2
318,resource_type 2
6578,resource_type 2
7765,resource_type 2
1927,resource_type 2
1927,resource_type 8
10425,resource_type 2
9550,resource_type 8
4097,resource_type 2
6643,resource_type 8
6643,resource_type 2
15889,resource_type 8
15338,resource_type 2
15338,resource_type 8
1230,resource_type 8
11841,resource_type 2
792,resource_type 2
9669,resource_type 2
9449,resource_type 2
3227,resource_type 2
10949,resource_type 2
7411,resource_type 2
14501,resource_type 2
10975,resource_type 2
1434,resource_type 2
2403,resource_type 2
9785,resource_type 2
4443,resource_type 2
12621,resource_type 2
11907,resource_type 2
11907,resource_type 8
8922,resource_type 2
2436,resource_type 2
4397,resource_type 2
12778,resource_type 2
5317,resource_type 8
13791,resource_type 2
13622,resource_type 2
1691,resource_type 2
7567,resource_type 2
15454,resource_type 2
14364,resource_type 2
4296,resource_type 2
11813,resource_type 2
4645,resource_type 2
12548,resource_type 2
9561,resource_type 2
11079,resource_type 2
11958,resource_type 2
9210,resource_type 2
10872,resource_type 2
17174,resource_type 2
1714,resource_type 2
17675,resource_type 2
9417,resource_type 2
10245,resource_type 2
14062,resource_type 2
5005,resource_type 2
9875,resource_type 2
18185,resource_type 2
5941,resource_type 2
7209,resource_type 2
18266,resource_type 2
14797,resource_type 2
6917,resource_type 2
10510,resource_type 2
10773,resource_type 2
2077,resource_type 2
7467,resource_type 2
16217,resource_type 2
3566,resource_type 2
14517,resource_type 2
13737,resource_type 2
5747,resource_type 2
10255,resource_type 2
1033,resource_type 2
16769,resource_type 2
515,resource_type 2
7204,resource_type 2
10270,resource_type 2
9571,resource_type 2
4804,resource_type 2
14619,resource_type 2
2533,resource_type 2
11548,resource_type 8
11548,resource_type 2
8262,resource_type 2
13124,resource_type 2
8814,resource_type 2
3832,resource_type 2
15579,resource_type 2
14245,resource_type 2
1265,resource_type 2
7965,resource_type 2
3517,resource_type 2
5943,resource_type 2
5240,resource_type 2
16160,resource_type 2
7278,resource_type 2
17127,resource_type 2
12676,resource_type 2
1049,resource_type 2
6308,resource_type 2
11551,resource_type 8
6778,resource_type 2
1593,resource_type 2
1593,resource_type 8
15661,resource_type 2
15661,resource_type 8
4054,resource_type 8
12614,resource_type 2
12732,resource_type 2
12732,resource_type 8
17375,resource_type 2
1136,resource_type 2
5307,resource_type 2
3486,resource_type 2
10010,resource_type 2
8150,resource_type 2
314,resource_type 2
9539,resource_type 2
13500,resource_type 2
5884,resource_type 2
2307,resource_type 2
14607,resource_type 2
16464,resource_type 2
5010,resource_type 2
10908,resource_type 2
17522,resource_type 2
243,resource_type 2
16326,resource_type 2
2462,resource_type 2
13503,resource_type 2
1626,resource_type 2
13922,resource_type 8
13922,resource_type 2
102,resource_type 2
3600,resource_type 2
9468,resource_type 2
5171,resource_type 2
7424,resource_type 2
5198,resource_type 2
30,resource_type 2
17880,resource_type 2
1454,resource_type 2
17871,resource_type 2
16132,resource_type 2
13250,resource_type 2
13250,resource_type 8
1638,resource_type 2
3997,resource_type 2
1229,resource_type 2
16973,resource_type 2
5308,resource_type 2
668,resource_type 2
8479,resource_type 2
13740,resource_type 2
17168,resource_type 2
15839,resource_type 2
14971,resource_type 2
3830,resource_type 2
10114,resource_type 2
14892,resource_type 2
5490,resource_type 2
2952,resource_type 2
15049,resource_type 2
11530,resource_type 2
5088,resource_type 2
8671,resource_type 2
14383,resource_type 2
3257,resource_type 2
7045,resource_type 2
15351,resource_type 2
15351,resource_type 8
14638,resource_type 2
12581,resource_type 2
17123,resource_type 2
16875,resource_type 2
14613,resource_type 2
8189,resource_type 2
18386,resource_type 2
6370,resource_type 2
15894,resource_type 2
3631,resource_type 2
14951,resource_type 2
11852,resource_type 2
7938,resource_type 2
15902,resource_type 2
3015,resource_type 2
13942,resource_type 2
12001,resource_type 8
8862,resource_type 2
1844,resource_type 2
6173,resource_type 2
16300,resource_type 2
2204,resource_type 2
6906,resource_type 2
10638,resource_type 2
10764,resource_type 2
1066,resource_type 2
17783,resource_type 2
8884,resource_type 2
1016,resource_type 2
3595,resource_type 2
5448,resource_type 2
13671,resource_type 2
10267,resource_type 8
4133,resource_type 8
4248,resource_type 2
11235,resource_type 2
6275,resource_type 8
6275,resource_type 2
9627,resource_type 8
6392,resource_type 9
14130,resource_type 3
14130,resource_type 9
17378,resource_type 3
17378,resource_type 9
4347,resource_type 3
4347,resource_type 9
2079,resource_type 9
2079,resource_type 3
7701,resource_type 3
16285,resource_type 9
16285,resource_type 3
4795,resource_type 3
4795,resource_type 9
953,resource_type 3
11804,resource_type 3
11804,resource_type 9
17267,resource_type 3
17267,resource_type 9
16280,resource_type 9
16280,resource_type 3
17492,resource_type 9
17492,resource_type 3
13561,resource_type 9
13561,resource_type 3
13519,resource_type 8
13519,resource_type 2
13519,resource_type 3
309,resource_type 9
309,resource_type 3
309,resource_type 8
16855,resource_type 9
16855,resource_type 8
11474,resource_type 8
11474,resource_type 2
1001,resource_type 2
12985,resource_type 3
12985,resource_type 8
1321,resource_type 9
12754,resource_type 9
7328,resource_type 3
7328,resource_type 8
13772,resource_type 9
10654,resource_type 9
158,resource_type 9
12799,resource_type 8
1619,resource_type 9
1619,resource_type 3
1619,resource_type 8
4888,resource_type 2
4888,resource_type 9
14120,resource_type 3
14120,resource_type 9
13979,resource_type 3
13979,resource_type 9
3269,resource_type 2
3269,resource_type 9
5937,resource_type 8
3750,resource_type 8
18366,resource_type 8
18366,resource_type 3
12529,resource_type 3
12529,resource_type 8
5458,resource_type 3
14850,resource_type 2
15987,resource_type 3
18089,resource_type 3
13428,resource_type 3
3538,resource_type 8
3538,resource_type 3
1724,resource_type 3
16090,resource_type 2
17105,resource_type 3
7636,resource_type 3
3715,resource_type 3
18484,resource_type 3
16579,resource_type 3
9371,resource_type 3
18206,resource_type 3
6790,resource_type 3
3202,resource_type 3
10279,resource_type 3
2063,resource_type 3
6885,resource_type 8
6885,resource_type 2
6885,resource_type 3
18084,resource_type 2
18084,resource_type 8
4415,resource_type 2
3652,resource_type 8
3652,resource_type 2
13842,resource_type 8
13842,resource_type 2
4762,resource_type 8
4762,resource_type 2
17810,resource_type 8
10906,resource_type 2
5418,resource_type 8
4059,resource_type 8
8999,resource_type 8
17846,resource_type 2
10437,resource_type 8
13175,resource_type 8
11261,resource_type 8
15655,resource_type 8
15655,resource_type 5
15655,resource_type 2
15926,resource_type 8
11683,resource_type 8
11683,resource_type 5
15093,resource_type 8
1616,resource_type 8
1616,resource_type 5
1616,resource_type 2
6415,resource_type 2
6415,resource_type 8
14891,resource_type 2
14599,resource_type 8
8144,resource_type 8
7867,resource_type 2
601,resource_type 2
3438,resource_type 2
5929,resource_type 8
8543,resource_type 2
4096,resource_type 2
9623,resource_type 8
8415,resource_type 8
11028,resource_type 8
11028,resource_type 2
13639,resource_type 8
13639,resource_type 2
15046,resource_type 1
15046,resource_type 2
16985,resource_type 1
16985,resource_type 2
5452,resource_type 8
5452,resource_type 2
17794,resource_type 8
17794,resource_type 2
165,resource_type 8
165,resource_type 2
398,resource_type 8
398,resource_type 2
1952,resource_type 2
6409,resource_type 8
7113,resource_type 8
6924,resource_type 8
11983,resource_type 8
11983,resource_type 2
11458,resource_type 8
11458,resource_type 2
1215,resource_type 2
12796,resource_type 2
17233,resource_type 2
10595,resource_type 8
10595,resource_type 2
10657,resource_type 8
17637,resource_type 2
173,resource_type 2
18467,resource_type 8
5279,resource_type 2
2341,resource_type 2
4314,resource_type 2
2507,resource_type 8
4304,resource_type 2
14028,resource_type 8
10788,resource_type 8
10788,resource_type 2
4166,resource_type 8
1441,resource_type 8
1441,resource_type 2
2326,resource_type 3
6647,resource_type 9
11076,resource_type 3
11076,resource_type 9
12681,resource_type 8
13487,resource_type 9
16075,resource_type 2
9955,resource_type 2
1641,resource_type 2
4855,resource_type 2
14000,resource_type 2
11867,resource_type 2
7058,resource_type 8
5836,resource_type 8
11353,resource_type 3
11353,resource_type 2
17796,resource_type 2
17776,resource_type 2
18035,resource_type 2
17411,resource_type 2
7510,resource_type 2
1634,resource_type 2
7939,resource_type 2
4435,resource_type 8
17663,resource_type 8
6686,resource_type 3
4904,resource_type 8
9906,resource_type 8
16939,resource_type 8
5946,resource_type 8
15148,resource_type 8
2797,resource_type 8
11749,resource_type 8
13885,resource_type 2
13885,resource_type 8
5931,resource_type 8
6886,resource_type 8
16604,resource_type 8
16604,resource_type 2
16723,resource_type 8
10426,resource_type 8
10968,resource_type 8
18009,resource_type 8
8872,resource_type 8
4122,resource_type 8
17109,resource_type 8
2225,resource_type 8
12567,resource_type 2
12567,resource_type 8
18217,resource_type 8
14717,resource_type 8
17610,resource_type 8
4373,resource_type 8
14841,resource_type 8
3964,resource_type 8
9401,resource_type 8
757,resource_type 8
17915,resource_type 8
4999,resource_type 8
117,resource_type 8
7738,resource_type 8
14874,resource_type 8
4485,resource_type 8
10655,resource_type 2
14119,resource_type 8
14119,resource_type 2
15735,resource_type 2
15735,resource_type 8
12744,resource_type 8
14241,resource_type 8
7099,resource_type 2
6781,resource_type 8
6781,resource_type 2
9711,resource_type 8
5674,resource_type 2
11244,resource_type 8
7358,resource_type 2
13851,resource_type 2
12580,resource_type 2
2986,resource_type 2
8034,resource_type 2
16084,resource_type 2
1922,resource_type 2
7500,resource_type 2
13520,resource_type 2
1679,resource_type 2
1872,resource_type 8
4189,resource_type 8
15734,resource_type 2
15417,resource_type 2
17340,resource_type 2
17166,resource_type 2
16738,resource_type 8
16738,resource_type 2
12434,resource_type 8
8905,resource_type 8
12402,resource_type 8
14651,resource_type 8
992,resource_type 8
8779,resource_type 8
3846,resource_type 3
7591,resource_type 3
7591,resource_type 8
7591,resource_type 9
15553,resource_type 8
15553,resource_type 2
8952,resource_type 8
8952,resource_type 2
1654,resource_type 2
11607,resource_type 2
9950,resource_type 2
1519,resource_type 2
8489,resource_type 2
4712,resource_type 8
18064,resource_type 8
9070,resource_type 8
11299,resource_type 8
9688,resource_type 8
5368,resource_type 8
13246,resource_type 8
18012,resource_type 8
3325,resource_type 8
14650,resource_type 8
14300,resource_type 8
4313,resource_type 8
6108,resource_type 8
11832,resource_type 8
10037,resource_type 8
4255,resource_type 8
6606,resource_type 8
5268,resource_type 8
3359,resource_type 8
3359,resource_type 9
16407,resource_type 8
16489,resource_type 8
3767,resource_type 8
12105,resource_type 8
13716,resource_type 8
4087,resource_type 8
4087,resource_type 9
7838,resource_type 8
10604,resource_type 8
12894,resource_type 8
2255,resource_type 8
15631,resource_type 8
2235,resource_type 8
2491,resource_type 8
1644,resource_type 8
1644,resource_type 9
4639,resource_type 8
1166,resource_type 8
6319,resource_type 8
1986,resource_type 8
3417,resource_type 8
10422,resource_type 8
16063,resource_type 8
10984,resource_type 8
9230,resource_type 8
2683,resource_type 8
16740,resource_type 8
17768,resource_type 8
10433,resource_type 8
930,resource_type 8
9464,resource_type 8
15798,resource_type 8
7331,resource_type 8
10910,resource_type 8
15942,resource_type 8
5046,resource_type 8
4991,resource_type 8
4660,resource_type 8
7989,resource_type 8
16473,resource_type 8
17490,resource_type 8
12853,resource_type 8
16664,resource_type 8
1045,resource_type 8
16178,resource_type 8
6757,resource_type 8
10325,resource_type 8
1327,resource_type 8
18065,resource_type 8
6952,resource_type 8
14929,resource_type 8
2482,resource_type 8
16076,resource_type 2
5690,resource_type 8
6226,resource_type 8
2013,resource_type 8
10102,resource_type 2
13634,resource_type 2
18445,resource_type 2
13294,resource_type 2
1757,resource_type 2
3079,resource_type 2
2981,resource_type 2
2876,resource_type 2
13054,resource_type 8
909,resource_type 8
13773,resource_type 2
5412,resource_type 2
3521,resource_type 2
2882,resource_type 2
2312,resource_type 2
15564,resource_type 2
15022,resource_type 2
3676,resource_type 2
9218,resource_type 2
18394,resource_type 2
1375,resource_type 2
14833,resource_type 2
13852,resource_type 2
5183,resource_type 2
7364,resource_type 2
2262,resource_type 2
10023,resource_type 2
10766,resource_type 8
18288,resource_type 8
4643,resource_type 8
8033,resource_type 8
12766,resource_type 8
6186,resource_type 8
15104,resource_type 8
3633,resource_type 8
5255,resource_type 8
5447,resource_type 8
17324,resource_type 8
2263,resource_type 8
3300,resource_type 8
2732,resource_type 8
6111,resource_type 8
8627,resource_type 8
17934,resource_type 8
11004,resource_type 8
9408,resource_type 8
13318,resource_type 8
7152,resource_type 8
1563,resource_type 8
13633,resource_type 8
7929,resource_type 8
8166,resource_type 8
17560,resource_type 8
2967,resource_type 8
13647,resource_type 8
7023,resource_type 8
12821,resource_type 8
8705,resource_type 8
6898,resource_type 8
10937,resource_type 8
16128,resource_type 8
13723,resource_type 8
172,resource_type 8
7684,resource_type 8
163,resource_type 8
5852,resource_type 8
10878,resource_type 8
13003,resource_type 8
15526,resource_type 8
12941,resource_type 8
18261,resource_type 8
17268,resource_type 8
6706,resource_type 8
4766,resource_type 8
48,resource_type 8
2579,resource_type 8
15083,resource_type 8
4644,resource_type 8
2315,resource_type 8
15784,resource_type 8
3403,resource_type 8
1787,resource_type 8
12098,resource_type 8
11338,resource_type 2
17374,resource_type 2
17005,resource_type 8
1812,resource_type 2
11105,resource_type 8
6983,resource_type 8
10971,resource_type 8
7582,resource_type 8
1065,resource_type 8
7470,resource_type 8
6041,resource_type 8
7309,resource_type 8
6868,resource_type 8
7388,resource_type 8
3800,resource_type 8
18302,resource_type 8
11668,resource_type 8
13321,resource_type 8
7513,resource_type 8
18291,resource_type 8
13049,resource_type 8
16208,resource_type 8
9846,resource_type 8
2817,resource_type 8
4140,resource_type 8
7750,resource_type 8
1284,resource_type 8
11892,resource_type 8
6765,resource_type 8
16126,resource_type 8
8926,resource_type 8
15421,resource_type 8
2399,resource_type 8
13730,resource_type 8
7762,resource_type 8
11426,resource_type 8
15224,resource_type 8
12499,resource_type 8
17144,resource_type 8
17144,resource_type 2
18016,resource_type 8
15620,resource_type 8
9851,resource_type 8
7756,resource_type 8
3502,resource_type 8
11643,resource_type 8
5154,resource_type 8
17562,resource_type 8
9685,resource_type 2
9685,resource_type 8
15294,resource_type 8
5572,resource_type 8
4273,resource_type 8
2618,resource_type 8
376,resource_type 8
18393,resource_type 8
14992,resource_type 8
4862,resource_type 8
6298,resource_type 8
6682,resource_type 8
3884,resource_type 8
17708,resource_type 8
8760,resource_type 8
4267,resource_type 8
13504,resource_type 8
16222,resource_type 8
15010,resource_type 8
11903,resource_type 8
9631,resource_type 8
8669,resource_type 8
9457,resource_type 8
2137,resource_type 8
10177,resource_type 8
16669,resource_type 8
6977,resource_type 8
10750,resource_type 8
14691,resource_type 8
13266,resource_type 8
5381,resource_type 8
9263,resource_type 8
7001,resource_type 8
10405,resource_type 8
17806,resource_type 8
11154,resource_type 8
310,resource_type 8
10312,resource_type 8
4657,resource_type 8
159,resource_type 8
13562,resource_type 8
12571,resource_type 8
6195,resource_type 8
5536,resource_type 8
92,resource_type 8
2213,resource_type 8
8156,resource_type 8
6539,resource_type 8
11526,resource_type 8
1999,resource_type 8
4555,resource_type 8
17381,resource_type 8
18044,resource_type 8
15106,resource_type 8
10294,resource_type 8
5538,resource_type 8
13060,resource_type 8
6419,resource_type 8
6317,resource_type 8
7161,resource_type 8
4157,resource_type 8
3285,resource_type 8
16199,resource_type 8
6220,resource_type 8
10896,resource_type 8
10642,resource_type 8
9194,resource_type 8
10784,resource_type 8
14512,resource_type 8
16597,resource_type 8
18502,resource_type 8
6314,resource_type 8
7387,resource_type 8
3392,resource_type 8
9301,resource_type 8
16267,resource_type 8
10034,resource_type 8
7290,resource_type 8
9889,resource_type 8
10574,resource_type 8
15537,resource_type 8
4834,resource_type 8
2136,resource_type 8
12641,resource_type 8
1607,resource_type 8
18419,resource_type 8
11252,resource_type 8
14908,resource_type 8
12349,resource_type 8
1981,resource_type 8
8154,resource_type 8
13227,resource_type 8
6247,resource_type 8
1102,resource_type 8
9743,resource_type 7
9743,resource_type 6
9743,resource_type 8
9743,resource_type 4
17004,resource_type 4
17004,resource_type 8
9710,resource_type 8
9710,resource_type 6
8740,resource_type 6
8740,resource_type 8
4078,resource_type 4
4078,resource_type 8
6725,resource_type 8
5009,resource_type 6
5009,resource_type 8
5009,resource_type 10
11552,resource_type 6
11552,resource_type 10
1,resource_type 8
1,resource_type 6
15132,resource_type 6
3159,resource_type 7
18010,resource_type 8
18010,resource_type 6
3011,resource_type 8
3011,resource_type 6
5612,resource_type 6
5612,resource_type 8
5612,resource_type 4
5612,resource_type 2
5612,resource_type 7
11677,resource_type 6
11677,resource_type 8
4624,resource_type 6
11988,resource_type 6
11988,resource_type 8
10115,resource_type 8
10115,resource_type 6
10115,resource_type 4
8646,resource_type 6
8646,resource_type 8
12383,resource_type 6
12383,resource_type 8
3163,resource_type 8
3163,resource_type 4
11055,resource_type 7
11055,resource_type 8
11055,resource_type 2
11055,resource_type 4
11055,resource_type 6
12501,resource_type 4
12501,resource_type 8
15878,resource_type 8
15878,resource_type 4
12370,resource_type 8
1479,resource_type 8
8751,resource_type 8
574,resource_type 8
3738,resource_type 8
2924,resource_type 8
59,resource_type 8
9090,resource_type 8
4024,resource_type 8
4893,resource_type 8
7600,resource_type 8
7600,resource_type 2
11297,resource_type 8
17289,resource_type 8
16155,resource_type 8
18269,resource_type 8
11137,resource_type 8
700,resource_type 8
10428,resource_type 8
18397,resource_type 8
13840,resource_type 8
7066,resource_type 8
18440,resource_type 8
394,resource_type 8
1006,resource_type 8
18466,resource_type 8
3005,resource_type 8
15118,resource_type 8
18495,resource_type 8
13957,resource_type 2
13957,resource_type 8
6112,resource_type 8
2125,resource_type 8
17925,resource_type 8
6521,resource_type 8
16123,resource_type 8
13959,resource_type 8
10020,resource_type 8
5833,resource_type 8
1377,resource_type 8
17804,resource_type 8
5798,resource_type 8
11722,resource_type 8
3439,resource_type 8
13783,resource_type 8
10599,resource_type 8
16859,resource_type 8
1650,resource_type 8
5422,resource_type 2
2073,resource_type 2
16981,resource_type 2
7505,resource_type 2
6961,resource_type 2
13684,resource_type 8
13684,resource_type 7
8987,resource_type 8
8987,resource_type 2
8987,resource_type 7
14639,resource_type 8
3827,resource_type 2
11372,resource_type 4
11372,resource_type 8
9538,resource_type 8
4421,resource_type 4
4421,resource_type 8
8925,resource_type 8
6562,resource_type 8
6562,resource_type 2
6562,resource_type 4
1295,resource_type 8
1295,resource_type 4
11654,resource_type 4
11654,resource_type 8
1813,resource_type 8
1813,resource_type 4
16404,resource_type 8
16404,resource_type 4
16404,resource_type 2
5734,resource_type 2
5734,resource_type 7
5734,resource_type 8
8290,resource_type 2
8290,resource_type 4
8290,resource_type 8
3041,resource_type 4
3041,resource_type 8
730,resource_type 7
730,resource_type 8
4959,resource_type 8
4959,resource_type 2
7933,resource_type 4
7933,resource_type 2
7933,resource_type 8
10698,resource_type 4
10698,resource_type 2
10698,resource_type 8
2880,resource_type 4
2880,resource_type 8
2880,resource_type 2
1911,resource_type 8
1911,resource_type 7
5607,resource_type 7
5607,resource_type 8
4001,resource_type 8
4001,resource_type 7
9661,resource_type 8
15152,resource_type 8
5441,resource_type 8
7164,resource_type 8
7164,resource_type 7
9994,resource_type 8
9994,resource_type 7
16909,resource_type 7
16909,resource_type 8
7792,resource_type 8
7792,resource_type 7
8017,resource_type 8
15599,resource_type 8
15599,resource_type 7
18363,resource_type 8
18363,resource_type 4
5060,resource_type 7
5060,resource_type 8
14780,resource_type 7
14780,resource_type 8
5642,resource_type 8
14334,resource_type 8
14334,resource_type 2
14334,resource_type 7
3829,resource_type 4
3829,resource_type 8
11762,resource_type 7
11762,resource_type 8
9402,resource_type 8
9402,resource_type 7
11111,resource_type 8
14019,resource_type 8
14019,resource_type 7
3505,resource_type 7
3505,resource_type 8
3077,resource_type 7
3077,resource_type 8
17065,resource_type 8
17065,resource_type 7
11533,resource_type 7
11533,resource_type 8
14033,resource_type 8
14033,resource_type 7
7225,resource_type 8
7225,resource_type 7
13271,resource_type 7
13271,resource_type 8
15424,resource_type 8
15424,resource_type 7
15708,resource_type 8
15708,resource_type 7
1175,resource_type 8
1175,resource_type 7
17721,resource_type 7
17721,resource_type 8
1324,resource_type 7
1324,resource_type 8
50,resource_type 4
50,resource_type 2
50,resource_type 7
50,resource_type 8
6780,resource_type 7
6780,resource_type 8
16328,resource_type 8
16328,resource_type 7
10585,resource_type 8
10585,resource_type 7
1220,resource_type 8
1220,resource_type 7
12597,resource_type 8
12597,resource_type 7
8896,resource_type 8
8896,resource_type 7
8856,resource_type 7
8856,resource_type 8
7030,resource_type 8
7030,resource_type 7
16364,resource_type 7
16364,resource_type 8
2494,resource_type 8
2494,resource_type 7
761,resource_type 3
761,resource_type 8
9658,resource_type 8
9658,resource_type 3
2970,resource_type 8
14921,resource_type 2
17955,resource_type 8
16935,resource_type 8
15493,resource_type 2
15750,resource_type 2
8009,resource_type 2
4612,resource_type 2
2850,resource_type 8
10149,resource_type 8
4912,resource_type 8
18024,resource_type 8
6078,resource_type 8
3232,resource_type 8
8572,resource_type 8
6044,resource_type 8
4559,resource_type 8
6799,resource_type 8
1190,resource_type 8
5782,resource_type 8
15924,resource_type 8
2937,resource_type 8
2246,resource_type 8
1683,resource_type 8
6165,resource_type 8
6324,resource_type 8
16792,resource_type 8
1769,resource_type 8
13052,resource_type 8
17802,resource_type 8
15948,resource_type 8
15451,resource_type 8
12807,resource_type 8
9845,resource_type 8
15316,resource_type 8
3510,resource_type 8
4113,resource_type 8
3985,resource_type 8
15201,resource_type 8
5017,resource_type 8
11953,resource_type 8
17803,resource_type 8
4949,resource_type 8
7985,resource_type 8
17481,resource_type 8
736,resource_type 8
11564,resource_type 8
10786,resource_type 8
18309,resource_type 8
5148,resource_type 8
4594,resource_type 8
12901,resource_type 8
1056,resource_type 8
2791,resource_type 8
10165,resource_type 8
4108,resource_type 8
11798,resource_type 8
11186,resource_type 8
11603,resource_type 8
2148,resource_type 8
16345,resource_type 8
7681,resource_type 8
16572,resource_type 8
4863,resource_type 8
6076,resource_type 8
9535,resource_type 8
10490,resource_type 8
8119,resource_type 8
17792,resource_type 8
11742,resource_type 8
7917,resource_type 8
11814,resource_type 8
7693,resource_type 8
5870,resource_type 8
11824,resource_type 8
4845,resource_type 8
890,resource_type 8
2959,resource_type 8
13754,resource_type 8
2673,resource_type 8
17420,resource_type 8
3772,resource_type 8
2644,resource_type 8
13018,resource_type 8
1513,resource_type 8
3287,resource_type 8
3337,resource_type 8
17746,resource_type 8
3519,resource_type 8
13417,resource_type 8
9835,resource_type 8
13300,resource_type 8
4552,resource_type 8
15450,resource_type 8
18098,resource_type 8
5917,resource_type 8
18078,resource_type 8
3604,resource_type 8
15624,resource_type 8
11966,resource_type 8
10066,resource_type 8
14809,resource_type 8
629,resource_type 8
18222,resource_type 8
8456,resource_type 8
14695,resource_type 8
17621,resource_type 8
3032,resource_type 8
12852,resource_type 8
8873,resource_type 8
10545,resource_type 8
10688,resource_type 8
4805,resource_type 8
12851,resource_type 8
16275,resource_type 8
4600,resource_type 8
12896,resource_type 8
17406,resource_type 8
17741,resource_type 8
17859,resource_type 2
11660,resource_type 8
1084,resource_type 8
13768,resource_type 8
9824,resource_type 2
9824,resource_type 8
3211,resource_type 2
11737,resource_type 2
11737,resource_type 8
17723,resource_type 2
17723,resource_type 8
13786,resource_type 2
13786,resource_type 8
2348,resource_type 8
16945,resource_type 8
8651,resource_type 8
9788,resource_type 2
9788,resource_type 8
3206,resource_type 8
8650,resource_type 8
381,resource_type 8
676,resource_type 8
7101,resource_type 8
15558,resource_type 2
10523,resource_type 8
10523,resource_type 7
10523,resource_type 4
10523,resource_type 2
8012,resource_type 2
9380,resource_type 8
16764,resource_type 8
16764,resource_type 4
16764,resource_type 2
1352,resource_type 8
1352,resource_type 2
1352,resource_type 4
1035,resource_type 2
1035,resource_type 8
1035,resource_type 4
1475,resource_type 4
1475,resource_type 7
9109,resource_type 4
9109,resource_type 7
9109,resource_type 2
3110,resource_type 8
3110,resource_type 4
12446,resource_type 8
12446,resource_type 6
13880,resource_type 8
13880,resource_type 6
865,resource_type 2
